accepted_name,early_interval,late_interval,collection_no,environment,formation,lat,lng,max_ma,min_ma
Newaagia,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Entolium discites,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Praechlamys,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia elegans,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Septaliphorioidea paucicostata,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Costirhynchopsis sinensis,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Costirhynchopsis xingyiensis,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Nudirostralina subtrinodosi,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Diholkorhynchia sinensis,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mentzelia mentzeli,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mentzelia subspherica,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Paralepismatina semiconica,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Leiolepismatina semiconula,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Qingyenia spinosa,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Dagyssia multicostata,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Nudispiriferina minima,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Lepismatina hsui,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Schwagerispira subcircularis,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Angustothyris angustaeformis,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Sacothyris angustaeformis,Pelsonian,Illyrian,31614,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Brachiopoda,Anisian,Ladinian,31769,marine indet.,,43.150002,5.883333,246.7,237.0
Wortheniella,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Neritaria,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Trypanostylus konincki,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella simplex,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Bositra wengensis,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mysidioptera punctata,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pseudoplacunopsis,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Protostrea sinensis,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Lopha,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Newaagia,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Terquemiidae,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Praechlamys,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia elegans,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Sinorhynchia bifaceta,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Nudirostralina subtrinodosi,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Diholkorhynchia sinensis,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mentzelia mentzeli,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mentzelia subspherica,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Neocyrtina mixodeltidiumosa,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cyrtina,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Paralepismatina semiconica,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Leiolepismatina semiconula,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Qingyenia spinosa,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Dagyssia multicostata,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Nudispiriferina minima,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Lepismatina hsui,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Schwagerispira fuchsi,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Angustothyris angustaeformis,Pelsonian,Illyrian,31615,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Euzone,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Eucycloscala binodosa,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Eucycloscala,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Naticopsis (Naticopsis) signata,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pachyomphalus,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Coelostylina liscaviensis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Vermicularia (Provermicularia),Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Palaeonucula qingyanensis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Phaenodesmia,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pseudomyoconcha,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Modiolus salzstettensis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Botulopsis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Parallelodon,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantarca subareata,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pteria,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Arcavicula,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella simplex,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Bositra wengensis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Enteropleura guembeli,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pseudoplacunopsis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Protostrea sinensis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Ostreoidea,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Leptochondria,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Newaagia,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Placunopsis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Terquemiidae,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Entolium discites,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Praechlamys,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Praechlamys,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Schafhaeutlia astartiformis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Costatoria,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia elegans,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Neoschizodus laevigatus,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Bivalvia,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Septaliphorioidea paucicostata,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Costirhynchopsis sinensis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Diholkorhynchia sinensis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mentzelia mentzeli,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mentzelia subspherica,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Thecocyrtelloidea tubulosa,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Neocyrtina mixodeltidiumosa,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Qingyenia spinosa,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Nudispiriferina minima,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Lepismatina hsui,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Schwagerispira fuchsi,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Angustothyris angustaeformis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Coenothyris elongata,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Sacothyris angustaeformis,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Brachiopoda,Pelsonian,Illyrian,31616,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Straparollus (Euomphalus) qingyanensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Wortheniella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Eucycloscala,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Triassocirrus applanatus,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Triassocirrus moellendorfi,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Discohelix (Discogonius),Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cheilotomona pentagonum,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Hologyra guizhoui,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pachyomphalus,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Neritaria,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Zygopleura arctecostata,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Allocosmia,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Coelostylina liscaviensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Toxoconcha brocchi,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Trypanostylus konincki,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pseudoscalites,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Gastropoda,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Ptychites,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Gymnites,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Palaeonucula qingyanensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Phaenodesmia,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pseudomyoconcha,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Modiolus salzstettensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Parallelodon,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Eophilobryoidella sinoanisica,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantarca subareata,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pteria cassiana,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pteria,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pteria rugosa,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Arcavicula,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Arcavicula,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Gervillia angulata,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella simplex,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cassianella,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Bositra wengensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Enteropleura guembeli,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Palaeolima,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Plagiostoma,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Pseudoplacunopsis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Protostrea sinensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Lopha,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Ostreoidea,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Leptochondria albertii,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Leptochondria,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Newaagia,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Newaagia,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Placunopsis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Terquemiidae,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Praechlamys,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Schafhaeutlia astartiformis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Costatoria,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia elegans,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Elegantinia,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Neoschizodus laevigatus,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Unionites,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Coelopis (Coelopis),Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Bivalvia,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Septaliphorioidea paucicostata,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Costirhynchopsis sinensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Costirhynchopsis xingyiensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Diholkorhynchia sinensis,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Mentzelia subspherica,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Thecocyrtelloidea tubulosa,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Cyrtina,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Paralepismatina semiconica,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Leiolepismatina semiconula,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Qingyenia spinosa,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
Dagyssia multicostata,Pelsonian,Illyrian,31617,open shallow subtidal,Qingyan,26.333332,106.683334,244.24,241.464
