genus,interval,survived,occurrence_count,collection_count,environment_breadth,formation_breadth,duration,sampling_intensity,lat_range,lng_range,lazarus
Etheripecten,Changhsingian,1,79,69,7,16,2,79,92.864369,161.221764,0
Etheripecten,Griesbachian,0,79,69,7,16,2,79,92.864369,161.221764,0
Eucharis,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Euchondria,Changhsingian,0,31,26,6,9,1,31,10.715101999999998,45.135003,0
Euchrysalis,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Eucochlis,Griesbachian,0,6,6,2,2,1,6,0.6233120000000021,0.1104660000000024,0
Eucycloscala,Pelsonian,0,55,22,2,1,2,55,0.014000000000002899,0.006668000000004781,1
Eudiscoceras,Illyrian,0,1,1,1,0,1,1,0.0,0.0,0
Euflemingites,Smithian,1,57,52,12,13,2,57,90.186111,291.20694000000003,0
Euflemingites,Spathian,0,57,52,12,13,2,57,90.186111,291.20694000000003,0
Eukashmirites,Smithian,1,7,6,2,2,2,7,54.668890999999995,72.305282,0
Eukashmirites,Spathian,0,7,6,2,2,2,7,54.668890999999995,72.305282,0
Eumedlicottia,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Eumorphotis,Changhsingian,1,498,412,19,56,7,498,87.03028,257.838883,0
Eumorphotis,Griesbachian,1,498,412,19,56,7,498,87.03028,257.838883,0
Eumorphotis,Dienerian,1,498,412,19,56,7,498,87.03028,257.838883,0
Eumorphotis,Smithian,1,498,412,19,56,7,498,87.03028,257.838883,0
Eumorphotis,Spathian,0,498,412,19,56,7,498,87.03028,257.838883,0
Eumorphotis,Illyrian,1,498,412,19,56,7,498,87.03028,257.838883,0
Eunemopsis,Changhsingian,0,2,2,2,1,2,2,0.9143979999999985,29.347305000000006,0
Euomphalus,Changhsingian,0,10,8,5,5,4,10,96.491169,158.016403,1
Euomphalus,Spathian,0,10,8,5,5,4,10,96.491169,158.016403,1
Euomphalus,Pelsonian,0,10,8,5,5,4,10,96.491169,158.016403,1
Euphemites,Changhsingian,0,55,44,4,2,1,55,6.686666000000002,209.49916100000002,0
Euphemitinae,Changhsingian,0,2,2,1,1,1,2,0.03700100000000006,0.147002999999998,0
Euphemus,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Euryalox,Bithynian,0,4,4,3,3,2,4,13.553500999999997,86.05611,0
Euthystylus,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Eutomoceras,Bithynian,0,47,41,5,4,3,47,54.158336000000006,245.842003,1
Eutomoceras,Illyrian,1,47,41,5,4,3,47,54.158336000000006,245.842003,1
Euzone,Pelsonian,0,7,7,2,2,2,7,17.482781000000003,88.239444,1
Evenia,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Evenites,Spathian,0,1,1,1,0,1,1,0.0,0.0,0
Extendilabrum,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Falafer,Changhsingian,0,4,4,3,1,1,4,4.193999999999999,5.613998999999993,0
Falcimytilus,Illyrian,1,4,4,1,1,2,4,1.213050999999993,6.121116999999998,0
Falsanolcites,Illyrian,1,3,2,1,1,2,3,8.846112000000005,10.536668,0
Fasciculiconcha,Changhsingian,0,2,2,2,1,1,2,0.04999899999999968,0.02999900000000366,0
Favreticeras,Pelsonian,0,36,35,3,1,2,36,10.354167999999998,199.149719,1
Fengshanites,Spathian,0,6,6,3,3,1,6,3.6474989999999963,259.066078,0
Fiacconella,Illyrian,0,13,10,2,1,1,13,0.10604899999999873,0.19100000000000072,0
Fiemmespira,Pelsonian,1,11,8,3,2,3,11,20.115599000000003,95.018302,0
Fiemmespira,Illyrian,1,11,8,3,2,3,11,20.115599000000003,95.018302,0
Flemingites,Griesbachian,1,126,96,7,19,4,126,74.475111,265.250809,0
Flemingites,Dienerian,1,126,96,7,19,4,126,74.475111,265.250809,0
Flemingites,Smithian,1,126,96,7,19,4,126,74.475111,265.250809,0
Flemingites,Spathian,0,126,96,7,19,4,126,74.475111,265.250809,0
Flemingitidae,Smithian,0,8,7,3,3,1,8,4.210000999999998,14.338997000000006,0
Flexoptychites,Pelsonian,1,214,147,7,20,3,214,11.748333000000002,31.615001,0
Flexoptychites,Illyrian,1,214,147,7,20,3,214,11.748333000000002,31.615001,0
Fossariopsis,Pelsonian,0,3,3,2,1,1,3,0.010668000000002564,0.001663999999991006,0
Fostericoncha,Changhsingian,0,5,5,2,1,1,5,0.012999999999998124,0.0009990000000072996,0
Frechites,Pelsonian,1,96,69,6,11,3,96,47.953329000000004,278.06028000000003,0
Frechites,Illyrian,1,96,69,6,11,3,96,47.953329000000004,278.06028000000003,0
Frechitoides,Illyrian,1,9,6,1,1,2,9,55.449996999999996,19.300003000000004,0
Fredericksolasma,Changhsingian,0,5,4,3,2,1,5,5.000556999999997,32.123886,0
Frederikella,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Fusichonetes,Changhsingian,1,357,183,11,24,2,357,17.757,55.886994,0
Fusichonetes,Griesbachian,0,357,183,11,24,2,357,17.757,55.886994,0
Fusiproductus,Changhsingian,0,5,5,3,3,1,5,5.178331,68.27361299999998,0
Fusispirifer,Changhsingian,0,20,16,2,2,1,20,1.279999,4.090003999999993,0
Galfettites,Smithian,0,34,33,7,6,1,34,53.149833,246.31199600000002,0
Galfettitidae,Smithian,0,2,2,2,1,1,2,5.534499999999998,27.491997000000005,0
Gardenapecten,Changhsingian,0,35,34,2,1,1,35,0.3321990000000028,1.2051219999999994,0
Gastropoda,Changhsingian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Griesbachian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Dienerian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Smithian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Spathian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Aegean,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Bithynian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Pelsonian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gastropoda,Illyrian,1,151,149,14,29,10,151,78.809003,263.044235,0
Gaudemerites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Gefonia,Changhsingian,0,8,8,2,4,1,8,7.714833000000006,34.205002,0
Gerassimovia,Changhsingian,0,6,5,2,1,1,6,6.125,34.205002,0
Gervillaria,Smithian,0,10,9,6,5,5,10,51.38055800000001,94.028886,0
Gervillaria,Bithynian,1,10,9,6,5,5,10,51.38055800000001,94.028886,0
Gervillaria,Pelsonian,1,10,9,6,5,5,10,51.38055800000001,94.028886,0
Gervillaria,Illyrian,1,10,9,6,5,5,10,51.38055800000001,94.028886,0
Gervilleia,Griesbachian,0,6,6,4,2,4,6,4.362220000000001,130.799004,0
Gervilleia,Pelsonian,1,6,6,4,2,4,6,4.362220000000001,130.799004,0
Gervilleia,Illyrian,1,6,6,4,2,4,6,4.362220000000001,130.799004,0
Gervillella,Smithian,1,9,9,5,1,2,9,1.8461110000000005,35.411398,0
Gervillella,Spathian,0,9,9,5,1,2,9,1.8461110000000005,35.411398,0
Gervillia,Changhsingian,1,50,49,11,15,7,50,107.336945,257.75,1
Gervillia,Griesbachian,0,50,49,11,15,7,50,107.336945,257.75,1
Gervillia,Spathian,1,50,49,11,15,7,50,107.336945,257.75,1
Gervillia,Aegean,0,50,49,11,15,7,50,107.336945,257.75,1
Gervillia,Pelsonian,1,50,49,11,15,7,50,107.336945,257.75,1
Gervillia,Illyrian,1,50,49,11,15,7,50,107.336945,257.75,1
Gevanites,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Geyerella,Changhsingian,0,9,8,3,5,1,9,15.497,67.73700000000001,0
Ghazalaites,Dienerian,0,21,21,2,4,1,21,13.257302,200.96099900000002,0
Ginsburgites,Bithynian,0,3,3,1,1,1,3,0.0,0.0,0
Girtyella,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Girtypecten,Changhsingian,0,11,11,4,5,1,11,15.497,36.421997000000005,0
Girtyspira,Changhsingian,0,2,2,2,1,1,2,2.2580019999999976,3.759003000000007,0
Gjelispinifera,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Glabercolumbites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Glabrichonetina,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Glabrocingulum,Changhsingian,1,12,11,3,5,3,12,124.489785,152.65029199999998,0
Glabrocingulum,Griesbachian,0,12,11,3,5,3,12,124.489785,152.65029199999998,0
Glabrocingulum,Pelsonian,0,12,11,3,5,3,12,124.489785,152.65029199999998,0
Globacrochordiceras,Spathian,0,3,3,2,1,1,3,15.914001999999996,225.018997,0
Globodiscus,Bithynian,0,1,1,1,1,1,1,0.0,0.0,0
Glottidia,Aegean,0,1,1,1,1,1,1,0.0,0.0,0
Glyptophiceras,Griesbachian,0,70,63,8,10,3,70,107.339996,248.765945,1
Glyptophiceras,Smithian,1,70,63,8,10,3,70,107.339996,248.765945,1
Glyptophiceras,Spathian,0,70,63,8,10,3,70,107.339996,248.765945,1
Glyptorhynchia,Changhsingian,0,8,8,3,3,1,8,12.379998999999998,38.855003999999994,0
Glyptospira,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Glyptosteges,Changhsingian,0,3,3,1,2,1,3,0.3483339999999977,0.11833199999999522,0
Goleomixa,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Goniarina,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Goniasma,Changhsingian,0,6,6,2,2,1,6,9.235555999999999,211.929161,0
Goricanites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Goudemandites,Smithian,1,3,3,2,1,2,3,2.7325000000000017,49.043999,0
Goudemandites,Spathian,0,3,3,2,1,2,3,2.7325000000000017,49.043999,0
Grambergia,Aegean,0,38,34,2,4,2,38,37.708003999999995,270.445,0
Grammatodon,Changhsingian,0,6,6,3,2,1,6,22.899865999999996,97.163489,0
Gresslya,Illyrian,1,14,13,1,3,2,14,7.449996999999996,41.25,0
Groenlandites,Aegean,0,15,15,2,4,2,15,42.165005,252.045006,0
Gruntallina,Changhsingian,0,6,6,4,3,1,6,3.3158339999999953,6.116668000000004,0
Gruntea,Changhsingian,0,5,5,1,0,1,5,0.0,0.0,0
Guangia,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Guangxiceltites,Smithian,0,2,2,1,1,1,2,0.0,0.0,0
Guangxiceras,Smithian,0,2,2,2,1,1,2,18.340668,25.005996999999994,0
Gubleria,Changhsingian,0,3,3,2,2,1,3,0.8049999999999997,7.528099000000012,0
Guexites,Pelsonian,0,1,1,1,1,1,1,0.0,0.0,0
Guichiella,Changhsingian,1,6,4,2,3,3,6,5.025998999999999,12.5,1
Guichiella,Griesbachian,0,6,4,2,3,3,6,5.025998999999999,12.5,1
Guichiella,Smithian,0,6,4,2,3,3,6,5.025998999999999,12.5,1
Guizhoumyophoria,Pelsonian,0,13,13,3,1,2,13,0.590836000000003,2.042496,1
Guizhoupecten,Changhsingian,0,19,17,5,6,1,19,11.585000999999998,29.530007000000012,0
Guizhouspira,Changhsingian,0,19,18,5,4,2,19,11.609001,37.111000000000004,0
Guizhouspira,Spathian,0,19,18,5,4,2,19,11.609001,37.111000000000004,0
Gujocardita,Changhsingian,0,9,8,4,4,1,9,9.424,30.724830999999995,0
Gundarolasmina,Changhsingian,0,3,3,1,1,1,3,0.20999899999999627,0.5299989999999966,0
Guodunites,Smithian,0,25,25,8,5,1,25,19.710001,224.91899899999999,0
Gurleyites,Smithian,1,16,15,4,7,2,16,49.925222999999995,245.688004,0
Gurleyites,Spathian,0,16,15,4,7,2,16,49.925222999999995,245.688004,0
Gymnites,Aegean,1,126,92,7,24,5,126,69.195835,266.338341,0
Gymnites,Bithynian,1,126,92,7,24,5,126,69.195835,266.338341,0
Gymnites,Pelsonian,1,126,92,7,24,5,126,69.195835,266.338341,0
Gymnites,Illyrian,1,126,92,7,24,5,126,69.195835,266.338341,0
Gymnotoceras,Spathian,1,204,172,8,12,6,204,67.089722,284.81466,0
Gymnotoceras,Aegean,1,204,172,8,12,6,204,67.089722,284.81466,0
Gymnotoceras,Bithynian,1,204,172,8,12,6,204,67.089722,284.81466,0
Gymnotoceras,Pelsonian,1,204,172,8,12,6,204,67.089722,284.81466,0
Gymnotoceras,Illyrian,1,204,172,8,12,6,204,67.089722,284.81466,0
Gyronites,Griesbachian,1,127,101,7,15,4,127,55.215002000000005,255.614998,0
Gyronites,Dienerian,1,127,101,7,15,4,127,55.215002000000005,255.614998,0
Gyronites,Smithian,1,127,101,7,15,4,127,55.215002000000005,255.614998,0
Gyronites,Spathian,0,127,101,7,15,4,127,55.215002000000005,255.614998,0
Gyronitidae,Griesbachian,1,11,11,3,3,4,11,16.419334000000003,54.391670000000005,0
Gyronitidae,Dienerian,1,11,11,3,3,4,11,16.419334000000003,54.391670000000005,0
Gyronitidae,Smithian,1,11,11,3,3,4,11,16.419334000000003,54.391670000000005,0
Gyronitidae,Spathian,0,11,11,3,3,4,11,16.419334000000003,54.391670000000005,0
Gyrophiceras,Griesbachian,1,10,10,3,3,3,10,9.549999,35.435553999999996,0
Gyrophiceras,Dienerian,1,10,10,3,3,3,10,9.549999,35.435553999999996,0
Gyrophiceras,Smithian,0,10,10,3,3,3,10,9.549999,35.435553999999996,0
Halilucites,Illyrian,1,10,10,3,5,2,10,9.416111,12.695557,0
Hanielites,Smithian,0,15,9,4,3,1,15,52.048887,237.015617,0
Hayasakapecten,Changhsingian,0,4,4,2,3,1,4,5.359998999999998,5.535004000000001,0
Haydenella,Changhsingian,1,166,103,10,16,2,166,20.40472,111.651993,0
Haydenella,Griesbachian,0,166,103,10,16,2,166,20.40472,111.651993,0
Haydenoides,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Hebeisenites,Dienerian,1,26,18,2,2,2,26,5.5709990000000005,21.055999999999997,0
Hebeisenites,Smithian,0,26,18,2,2,2,26,5.5709990000000005,21.055999999999997,0
Hedenstroemia,Smithian,0,48,46,7,11,1,48,106.739001,270.753808,0
Hedenstroemiidae,Smithian,1,3,3,2,2,2,3,14.241000999999997,198.853996,0
Hedenstroemiidae,Spathian,0,3,3,2,2,2,3,14.241000999999997,198.853996,0
Heibergites,Dienerian,0,7,7,2,2,1,7,3.8303300000000036,110.394003,0
Hellenites,Spathian,0,38,32,5,6,1,38,21.033333,259.091118,0
Hemilecanites,Smithian,1,19,16,5,7,3,19,53.149833,259.6726,0
Hemilecanites,Spathian,1,19,16,5,7,3,19,53.149833,259.6726,0
Hemilecanites,Aegean,0,19,16,5,7,3,19,53.149833,259.6726,0
Heminajas,Spathian,0,6,6,2,2,2,6,8.020167999999998,142.823736,1
Heminajas,Bithynian,0,6,6,2,2,2,6,8.020167999999998,142.823736,1
Hemiprionites,Smithian,1,67,42,9,12,2,67,106.586115,246.82398999999998,0
Hemiprionites,Spathian,0,67,42,9,12,2,67,106.586115,246.82398999999998,0
Hemiptychina,Changhsingian,0,13,13,6,4,1,13,6.829999999999998,49.186386,0
Hermannites,Smithian,0,13,13,2,2,1,13,3.8623350000000016,8.213997000000006,0
Heshanietta,Changhsingian,0,2,1,1,1,1,2,0.0,0.0,0
Heteralosia,Changhsingian,0,2,2,1,0,1,2,0.016998000000000957,0.018001999999995633,0
Heterelasma,Changhsingian,0,2,2,2,2,2,2,14.006298000000001,48.33929399999998,0
Heterelasma,Spathian,0,2,2,2,2,2,2,14.006298000000001,48.33929399999998,0
Heterelasmina,Changhsingian,0,4,4,2,1,1,4,0.2849989999999991,0.5600060000000013,0
Heteroconchia,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Heteropecten,Changhsingian,1,7,7,4,5,2,7,86.088386,286.290596,0
Heteropecten,Griesbachian,0,7,7,4,5,2,7,86.088386,286.290596,0
Hirsutella,Spathian,1,19,17,3,5,4,19,20.245834000000002,95.53999999999999,1
Hirsutella,Aegean,0,19,17,3,5,4,19,20.245834000000002,95.53999999999999,1
Hirsutella,Pelsonian,0,19,17,3,5,4,19,20.245834000000002,95.53999999999999,1
Hochuliites,Smithian,0,3,3,2,2,1,3,4.209001999999998,14.326003999999998,0
Hoernesia,Griesbachian,0,60,56,10,18,7,60,70.101941,267.764236,0
Hoernesia,Spathian,1,60,56,10,18,7,60,70.101941,267.764236,0
Hoernesia,Aegean,1,60,56,10,18,7,60,70.101941,267.764236,0
Hoernesia,Bithynian,1,60,56,10,18,7,60,70.101941,267.764236,0
Hoernesia,Pelsonian,1,60,56,10,18,7,60,70.101941,267.764236,0
Hoernesia,Illyrian,1,60,56,10,18,7,60,70.101941,267.764236,0
Holcorhynchella,Bithynian,1,38,30,4,2,4,38,7.0,11.800667,0
Holcorhynchella,Pelsonian,1,38,30,4,2,4,38,7.0,11.800667,0
Holcorhynchella,Illyrian,1,38,30,4,2,4,38,7.0,11.800667,0
Hollandites,Aegean,1,95,72,7,13,5,95,73.483052,285.461663,0
Hollandites,Bithynian,1,95,72,7,13,5,95,73.483052,285.461663,0
Hollandites,Pelsonian,1,95,72,7,13,5,95,73.483052,285.461663,0
Hollandites,Illyrian,1,95,72,7,13,5,95,73.483052,285.461663,0
Hologyra,Pelsonian,0,18,17,3,1,2,18,17.658337000000003,88.25777699999999,1
Holopea,Changhsingian,0,2,2,1,1,1,2,0.0,0.0,0
Holopella,Changhsingian,1,3,3,3,2,2,3,13.943331999999998,60.349996999999995,0
Holopella,Griesbachian,0,3,3,3,2,2,3,13.943331999999998,60.349996999999995,0
Homoeorhynchia,Pelsonian,0,5,5,2,1,1,5,0.026668999999998277,0.18666899999999842,0
Homomya,Dienerian,0,19,17,7,7,5,19,25.745000000000005,221.31894699999998,1
Homomya,Spathian,1,19,17,7,7,5,19,25.745000000000005,221.31894699999998,1
Homomya,Aegean,0,19,17,7,7,5,19,25.745000000000005,221.31894699999998,1
Homomya,Illyrian,1,19,17,7,7,5,19,25.745000000000005,221.31894699999998,1
Horridonia,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Hoskingia,Changhsingian,0,22,22,2,1,1,22,0.9220010000000016,1.2320019999999943,0
Huananoceras,Changhsingian,0,54,37,8,9,1,54,24.433998000000003,33.349990000000005,0
Huatangia,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Hubeitoceras,Griesbachian,1,14,8,3,2,2,14,3.5361119999999993,1.7699970000000036,0
Hubeitoceras,Dienerian,0,14,8,3,2,2,14,3.5361119999999993,1.7699970000000036,0
Huishuites,Aegean,0,1,1,1,1,1,1,0.0,0.0,0
Humboldtites,Illyrian,0,4,4,2,1,1,4,0.011958999999997388,0.00931500000000085,0
Hunanopecten,Changhsingian,0,78,60,7,7,1,78,10.715101999999998,13.537002999999999,0
Hungarites,Illyrian,1,61,54,6,9,2,61,51.981387,145.519442,0
Hungaritidae,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Hustedia,Changhsingian,0,47,40,7,11,1,47,15.401722000000003,245.93116,0
Hustedtiella,Smithian,1,3,3,2,3,2,3,18.144966000000004,25.421294999999986,0
Hustedtiella,Spathian,0,3,3,2,3,2,3,18.144966000000004,25.421294999999986,0
Hybostenoscisma,Changhsingian,0,5,5,4,3,1,5,12.379998999999998,38.855003999999994,0
Hyparpadites,Illyrian,0,18,17,3,3,1,18,0.20916299999999666,0.3252769999999998,0
Hyphantozyga,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Hypophiceras,Changhsingian,1,72,59,6,7,2,72,54.625,215.400002,0
Hypophiceras,Griesbachian,0,72,59,6,7,2,72,54.625,215.400002,0
Ianthinopsis,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Idahocolumbites,Spathian,0,18,18,5,3,1,18,6.198402999999999,255.287536,0
Incisius,Changhsingian,0,3,3,2,2,1,3,18.344998999999998,72.75,0
Indigirophyllites,Aegean,0,13,13,2,2,3,13,13.928329000000005,137.298056,0
Indigirophyllites,Illyrian,1,13,13,2,2,3,13,13.928329000000005,137.298056,0
Intomodesma,Changhsingian,0,23,19,3,11,1,23,44.790999,101.702,0
Intornites,Bithynian,1,69,65,4,5,4,69,35.089996,278.995003,0
Intornites,Pelsonian,1,69,65,4,5,4,69,35.089996,278.995003,0
Intornites,Illyrian,1,69,65,4,5,4,69,35.089996,278.995003,0
Inyoceras,Smithian,1,23,22,4,3,2,23,53.907187,250.296295,0
Inyoceras,Spathian,0,23,22,4,3,2,23,53.907187,250.296295,0
Inyoites,Smithian,0,47,43,9,7,1,47,21.264999,250.441674,0
Inyoitidae,Smithian,0,3,3,1,1,1,3,0.0934999999999988,0.14199800000000096,0
Iranites,Changhsingian,0,29,27,3,3,1,29,8.930000000000003,8.165001000000004,0
Isculites,Aegean,1,29,29,4,3,4,29,26.696943999999995,202.563889,1
Isculites,Bithynian,1,29,29,4,3,4,29,26.696943999999995,202.563889,1
Isculites,Pelsonian,0,29,29,4,3,4,29,26.696943999999995,202.563889,1
Isculitoides,Spathian,0,38,24,4,8,1,38,66.703056,265.062096,0
Ismidites,Bithynian,1,8,8,5,5,2,8,6.863334000000002,147.645002,0
Ismidites,Pelsonian,0,8,8,5,5,2,8,6.863334000000002,147.645002,0
Isocrania,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Isognomon,Changhsingian,0,3,3,1,1,1,3,0.0,0.0,0
Janaija,Illyrian,1,12,11,1,1,2,12,1.213050999999993,7.921111999999994,0
Janeia,Changhsingian,0,3,3,1,1,1,3,4.454999000000001,0.6309959999999961,0
Janiceps,Changhsingian,0,27,18,5,5,1,27,7.789997,34.31399999999999,0
Janopecten,Illyrian,1,3,3,1,1,2,3,2.236946000000003,6.928886000000006,0
Japonites,Spathian,1,33,31,5,14,5,33,36.269447,266.275269,1
Japonites,Aegean,1,33,31,5,14,5,33,36.269447,266.275269,1
Japonites,Bithynian,0,33,31,5,14,5,33,36.269447,266.275269,1
Japonites,Illyrian,1,33,31,5,14,5,33,36.269447,266.275269,1
Jeanbesseiceras,Smithian,1,18,18,6,2,2,18,6.621001999999997,6.782501999999994,0
Jeanbesseiceras,Spathian,0,18,18,6,2,2,18,6.621001999999997,6.782501999999994,0
Jenksites,Pelsonian,1,8,8,1,0,2,8,0.20199999999999818,0.08099400000000401,0
Jenksites,Illyrian,0,8,8,1,0,2,8,0.20199999999999818,0.08099400000000401,0
Jieshaniceras,Griesbachian,1,26,22,4,3,2,26,5.2161100000000005,2.550003000000004,0
Jieshaniceras,Dienerian,0,26,22,4,3,2,26,5.2161100000000005,2.550003000000004,0
Jinyaceras,Smithian,1,43,40,5,5,2,43,48.73889,97.660282,0
Jinyaceras,Spathian,0,43,40,5,5,2,43,48.73889,97.660282,0
Joannina,Bithynian,1,2,2,2,2,2,2,18.720169,77.623834,0
Joannina,Pelsonian,0,2,2,2,2,2,2,18.720169,77.623834,0
Joannites,Illyrian,1,11,5,2,1,2,11,14.780277000000005,65.529168,0
Judicarites,Changhsingian,0,24,20,5,7,5,24,21.083332,98.65972500000001,0
Judicarites,Bithynian,1,24,20,5,7,5,24,21.083332,98.65972500000001,0
Judicarites,Pelsonian,1,24,20,5,7,5,24,21.083332,98.65972500000001,0
Judicarites,Illyrian,1,24,20,5,7,5,24,21.083332,98.65972500000001,0
Julfotirolites,Changhsingian,0,2,2,1,1,1,2,0.07399700000000564,0.08200099999999821,0
Julfotoceras,Changhsingian,0,2,1,1,1,1,2,0.0,0.0,0
Juresania,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Juvenites,Dienerian,1,135,114,12,23,3,135,59.208504000000005,288.68194600000004,0
Juvenites,Smithian,1,135,114,12,23,3,135,59.208504000000005,288.68194600000004,0
Juvenites,Spathian,0,135,114,12,23,3,135,59.208504000000005,288.68194600000004,0
Juxathyris,Changhsingian,1,78,58,9,12,2,78,13.695001999999999,39.292884,0
Juxathyris,Griesbachian,0,78,58,9,12,2,78,13.695001999999999,39.292884,0
Kalenteridae,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Kamenushkaites,Smithian,1,4,4,2,1,2,4,0.0160979999999995,0.0022889999999904376,0
Kamenushkaites,Spathian,0,4,4,2,1,2,4,0.0160979999999995,0.0022889999999904376,0
Karangatites,Spathian,1,5,4,2,0,2,5,27.876495,116.64859799999999,0
Karangatites,Aegean,0,5,4,2,0,2,5,27.876495,116.64859799999999,0
Kashmirites,Changhsingian,0,104,87,10,13,4,104,91.353892,257.344994,1
Kashmirites,Dienerian,1,104,87,10,13,4,104,91.353892,257.344994,1
Kashmirites,Smithian,1,104,87,10,13,4,104,91.353892,257.344994,1
Kashmirites,Spathian,0,104,87,10,13,4,104,91.353892,257.344994,1
Kashmiritidae,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Kazakhstanites,Smithian,1,10,9,1,3,3,10,10.047500999999997,243.35933699999998,0
Kazakhstanites,Spathian,1,10,9,1,3,3,10,10.047500999999997,243.35933699999998,0
Kazakhstanites,Aegean,0,10,9,1,3,3,10,10.047500999999997,243.35933699999998,0
Kellnerites,Pelsonian,1,32,28,3,10,3,32,43.809445000000004,130.660004,0
Kellnerites,Illyrian,1,32,28,3,10,3,32,43.809445000000004,130.660004,0
Kelteroceras,Smithian,0,11,8,1,0,1,11,7.099997999999999,10.0,0
Keyserlingina,Changhsingian,0,13,13,6,3,1,13,5.41,12.130004999999997,0
Keyserlingites,Smithian,1,40,35,6,9,3,40,90.740837,268.974999,0
Keyserlingites,Spathian,0,40,35,6,9,3,40,90.740837,268.974999,0
Keyserlingitidae,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Khvalynites,Spathian,0,9,8,1,3,1,9,4.148998000000006,252.97400699999997,0
Kiangsiella,Changhsingian,0,14,14,3,2,1,14,6.996668,41.90999599999999,0
Kingites,Dienerian,1,40,37,4,8,2,40,52.718832,231.26001,0
Kingites,Smithian,0,40,37,4,8,2,40,52.718832,231.26001,0
Kiparisovites,Spathian,0,2,2,1,1,1,2,0.0,0.0,0
Kittliconcha,Pelsonian,0,4,4,2,1,2,4,0.014000000000002899,0.006668000000004781,1
Kocaelia,Aegean,1,35,34,4,3,2,35,7.795165999999995,179.08299699999998,0
Kocaelia,Bithynian,0,35,34,4,3,2,35,7.795165999999995,179.08299699999998,0
Kochiproductus,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Koeveskallina,Aegean,1,67,57,9,11,5,67,35.924867,97.354443,0
Koeveskallina,Bithynian,1,67,57,9,11,5,67,35.924867,97.354443,0
Koeveskallina,Pelsonian,1,67,57,9,11,5,67,35.924867,97.354443,0
Koeveskallina,Illyrian,1,67,57,9,11,5,67,35.924867,97.354443,0
Koiloceras,Dienerian,1,7,7,2,3,2,7,0.6930009999999989,6.236001000000002,0
Koiloceras,Smithian,0,7,7,2,3,2,7,0.6930009999999989,6.236001000000002,0
Koipatoceras,Bithynian,1,3,3,1,1,2,3,0.4490020000000001,0.8160019999999975,0
Koipatoceras,Pelsonian,0,3,3,1,1,2,3,0.4490020000000001,0.8160019999999975,0
Kokenospira,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Konglingites,Changhsingian,0,2,2,2,2,1,2,0.9450000000000038,11.980002999999996,0
Koninckites,Griesbachian,1,96,83,7,20,4,96,70.37822299999999,255.941674,0
Koninckites,Dienerian,1,96,83,7,20,4,96,70.37822299999999,255.941674,0
Koninckites,Smithian,1,96,83,7,20,4,96,70.37822299999999,255.941674,0
Koninckites,Spathian,0,96,83,7,20,4,96,70.37822299999999,255.941674,0
Koninckitoides,Spathian,0,7,7,2,1,1,7,31.346698999999994,20.271292999999986,0
Kotlaia,Changhsingian,1,11,11,4,3,2,11,4.8050580000000025,75.94860800000001,0
